review_id,review,positive_first,use_negative_dot,use_positive_dot,positive_len_1,positive_len_2,negative_len_1,negative_len_2,positive_negative_len_prop_1,positive_negative_len_prop_2,use_extreme_positive_words_1,use_extreme_positive_words_2,use_extreme_positive_words_3,use_extreme_negative_words_1,use_extreme_negative_words_2,use_extreme_negative_words_3,topic_price_positive,topic_facilities_positive,topic_design_positive,topic_location_positive,topic_room_positive,topic_staff_positive,topic_food_positive,topic_metro_positive,topic_bathroom_positive,topic_view_positive,topic_price_negative,topic_staff_negative,topic_bathroom_negative,topic_room_negative,topic_food_negative,topic_location_negative,topic_facilities_negative,topic_air_negative,use_negative_nothing_to_dislike,use_positive_nothing,detailed,list,positive_buttom_line_recommendation,negative_buttom_line_recommendation
250,"Negative: Dated decorations and furnishings. Room decor not updated since the 80s. A complimentary gift from the hotel was one tiny bottle of water for two guests and four toffees. No flexibility for a late check out  Positive: Location, lobby
",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
251,"Positive: Location lobby
Negative: Dated decorations and furnishings. Room decor not updated since the 80s. A complimentary gift from the hotel was one 1 tiny bottle of water for two guests and four toffees. No flexibility for a late check out ",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
252,"Negative: The rooms were very bad. Also the air conditioner. It is really hoot. Bathrooms were so small like airplanes bathrooms  Positive: 
",0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
253,"Positive: 
Negative: The rooms were very bad. Also the air conditioner. It is really hoot. Bathrooms were so small like airplanes bathrooms ",1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
254,"Negative: Positive: Nice friendly staff. Central location quite place good for businees and shopping. Easy way to the airport and buss stations Close Metro 
",0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"Positive: Nice friendly staff. Central location quite place good for businees and shopping. Easy way to the airport and buss stations. Close. Metro 
Negative:",1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"Negative: Nothing Positive: I like reception staff Sarah, Noureddine, Mark, Asian lady and Enrique. Specially Sarah she is very helpful 
",0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,"Positive: I like reception staff. Sarah. Noureddine. Mark. Asian lady and. Enrique. Specially. Sarah she is very helpful 
Negative: Nothing",1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
258,"Negative: The hotel was under construction. The room we got was in the 6th floor while the 5th floor was closed and right beneath our room's window there was drilling knocking and generally a lot of noise during early morning hours up until 5 30 pm. So we couldn't take a nap from time to time when we needed it. I have to add that when I ordered the room from booking they didn't mention that the hotel was under construction. When I asked the receptionist what can be done about it he said I'm sorry but I have nothing to do. It will last for 2 more days. Of course the construction works didn't end but continued all week. Also I wouldn't recommend taking a room with a double bed since it was a back breaking experience  Positive: The location of the hotel is very convenient 
",0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
259,Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable. Positive: nothing except location.,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
260,"Positive: The location of the hotel is very convenient 
Negative: The hotel was under construction. The room we got was in the 6th floor while the 5th floor was closed and right beneath our room's window there was drilling knocking and generally a lot of noise during early morning hours up until 5 30 pm. So we couldn't take a nap from time to time when we needed it. I have to add that when I ordered the room from booking they didn't mention that the hotel was under construction. When I asked the receptionist what can be done about it he said I'm sorry but I have nothing to do. It will last for 2 more days. Of course the construction works didn't end but continued all week. Also I wouldn't recommend taking a room with a double bed since it was a back breaking experience ",1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
261,Positive: nothing except location. Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable.,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
262,"Negative: Very unpleasant experience dingy rooms and moldy bathrooms holes in curtains window which can not be closed. Very loud noise from outside. No real willingness to help from staff. Poor breakfast no vegetables only paprika  Positive: nice surrounding near. Subway
",0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
263,Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast. Positive: The staff are very friendly and helpful which is the only positive thing about this hotel.,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1
264,"Positive: nice surrounding near. Subway
Negative: Very unpleasant experience dingy rooms and moldy bathrooms holes in curtains window which can not be closed. Very loud noise from outside. No real willingness to help from staff. Poor breakfast no vegetables only paprika ",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
265,Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1
266,"Negative: Staff during evening and nightime unfriendly. Wifi mentioned doesn't work. Bathroom sinks stucked didn't even say sorry nor didn't fix it Positive: Location only
",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
267,"Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.",0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
268,"Positive: Location only
Negative: Staff during evening and nightime unfriendly. Wifi mentioned doesn't work. Bathroom sinks stucked didn't even say sorry nor didn't fix it",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
269,"Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.",1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
270,"Negative: The lights in the bedroom were very confusing but it is so minor and I am sure they are fixing it with the renovations.  Positive: the location was extremely convenient and the hotel is really nice. The bar and restaurant were so much fun even though the food is disappointing it is so legendary that you are enjoying every minutes of it. I also loved that the mini bar was complimentary. I was not expecting it and it was a nice surprised. The staff is so nice smart and welcoming they really make the hotel. I just cannot wait to see what they are doing with the renovation and stay there again. I loved the place and encourage you to stay there if you can 
",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
271,"Positive: the location was extremely convenient and the hotel is really nice. The bar and restaurant were so much fun even though the food is disappointing it is so legendary that you are enjoying every minutes of it. I also loved that the mini bar was complimentary. I was not expecting it and it was a nice surprised. The staff is so nice smart and welcoming they really make the hotel. I just cannot wait to see what they are doing with the renovation and stay there again. I loved the place and encourage you to stay there if you can 
Negative: The lights in the bedroom were very confusing but it is so minor and. I am sure they are fixing it with the renovations ",1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
272,"Negative: Positive: The staff was arrogant since the moment we arrive till we left. The windows are not soundproof so at night its very noisy. Bad wifi. Conditions of the room don't match to a 4 star hotel. Tv only had 4. Spannish channels the rest didn't had a signal. The location is good
",0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
273,Negative: Shower box is not provided enough water and there is tram noise. Positive: Breakfast is good. Weekday staff is very kind. But weekend staff is so no.,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
274,"Positive: The staff was arrogant since the moment we arrive till we left. The windows are not soundproof so at night its very noisy. Bad wifi. Conditions of the room don't match to a 4 star hotel. Tv only had 4. Spannish channels the rest didn't had a signal. The location is good
Negative:",1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
275,Positive: Breakfast is good. Weekday staff is very kind. But weekend staff is so no. Negative: Shower box is not provided enough water and there is tram noise.,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
276,"Negative: room rates were too high one of the receptionists was not at all cooperative  Positive: location everything we wanted to see was within walking distance
",0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,Negative: Rooms were tired. Carpet needed a good clean or replacement. Plumbing system outdated. Various fittings were missing or knobs had come off. There were about 5 lamps that needed replacing. The tv remote did not work and request for new batteries did not happen. Unfortunately 2 of our party were ill and stayed in their rooms and were disturbed even though we had requested that the rooms were not serviced that day. Nothing to do with the hotel but there is a 10 euro per night city tax. Positive: Trams passed the front door. Attractive foyer. Staff spoke English and gave good guidance to how to get around. Breakfast waitress was very helpful but the selection of food was limited and breakfast finished at 09:00.,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
278,"Positive: location everything we wanted to see was within walking distance
Negative: room rates were too high one of the receptionists was not at all cooperative ",1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,Positive: Trams passed the front door. Attractive foyer. Staff spoke English and gave good guidance to how to get around. Breakfast waitress was very helpful but the selection of food was limited and breakfast finished at 09:00. Negative: Rooms were tired. Carpet needed a good clean or replacement. Plumbing system outdated. Various fittings were missing or knobs had come off. There were about 5 lamps that needed replacing. The tv remote did not work and request for new batteries did not happen. Unfortunately 2 of our party were ill and stayed in their rooms and were disturbed even though we had requested that the rooms were not serviced that day. Nothing to do with the hotel but there is a 10 euro per night city tax.,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
280,"Negative: The room was tiny for the value paid. Second time staying at the hotel and I expected a bigger room as the first time I stayed the room was more spacious  Positive:
",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
281,"Positive:
Negative: The room was tiny for the value paid. Second time staying at the hotel and. I expected a bigger room as the first time i stayed the room was more spacious ",1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
282,"Negative: Positive: Impeccably clean room. Comfortable bed. The room was facing the courtyard no noise at all and a very nice view. Breakfast selection was modest but of good quality. Staff everywhere in the hotel was helpful and cheerful 
",0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"Positive: Impeccably clean room. Comfortable bed. The room was facing the courtyard no noise at all and a very nice view. Breakfast selection was modest but of good quality. Staff everywhere in the hotel was helpful and cheerful 
Negative:",1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"Negative: They tried to put me in small rooms not in the main building when I checked in even though I booked higher catogary. The restaurant did not have good selection of wine. Positive: Atmosphere
",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
285,"Positive: Atmosphere
Negative: They tried to put me in small rooms not in the main building when. I checked in even though. I booked higher catogary. The restaurant did not have good selection of wine ",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
286,"Negative: Businesses centre is a small laptop kept dodgily next to the concierge. Positive: Within walking distance to trocad ro Room was plush. Very accommodating staff. Decent not too great breakfast 
",0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,"Positive: Within walking distance to trocad ro. Room was plush. Very accommodating staff. Decent not too great breakfast 
Negative: Businesses centre is a small laptop kept dodgily next to the concierge ",1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288,"Negative: The room was very compact. Positive: Location of the hotel is convenient. Window could be opened to let the fresh air in a nice breakfast setting and selection I could even borrow an umbrella for a short walk on a rainy afternoon 
",0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
289,"Positive: Location of the hotel is convenient. Window could be opened to let the fresh air in a nice breakfast setting and selection. I could even borrow an umbrella for a short walk on a rainy afternoon 
Negative: The room was very compact ",1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,"Negative: No English channels except news on TV, staff were not friendly or helpful  Positive: Location you can walk to the Eiffel Tower or Arch de Triomphe very easily. It is in a nice neighborhood with leafy streets and cafes. I liked the garden cafe and homey feel 
",0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
291,"Positive: Location you can walk to the. Eiffel. Tower or. Arch de. Triomphe very easily. It is in a nice neighborhood with leafy streets and cafes. I liked the garden cafe and homey feel 
Negative: No. English channels except news on. TV staff were not friendly or helpful ",1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
292,"Negative: The only minor issue was that the room seemed to be too warm sometimes even though we had the air conditioning unit switched on. Positive: The location was excellent such a lovely area and easy to get to other areas either on foot or by Metro. The staff were brilliant so friendly and welcoming as well as being efficient. We enjoyed being in a Hotel with a lovely garden area for a nice relaxing drink either before or after dinner. It was fabulous 
",0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
293,"Positive: The location was excellent such a lovely area and easy to get to other areas either on foot or by. Metro. The staff were brilliant so friendly and welcoming as well as being efficient. We enjoyed being in a. Hotel with a lovely garden area for a nice relaxing drink either before or after dinner. It was fabulous 
Negative: The only minor issue was that the room seemed to be too warm sometimes even though we had the air conditioning unit switched on ",1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
294,"Negative: Extremely unprofessional staff. Absolutely not at the standards of a 5 star hotel. Technician made inappropriate jokes about hot water problems room wasn't done at 3 00pm after having been away all morning. Positive: Location, nice building garden
",0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
295,"Positive: Location nice building garden
Negative: Extremely unprofessional staff. Absolutely not at the standards of a 5 star hotel. Technician made inappropriate jokes about hot water problems room wasn't done at 3 00pm after having been away all morning ",1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
296,"Negative: Room size was a little small for the price. Internet was a little slow. Positive: Fantastic. If the Mrs is happy I'm happy. Great location easy access anywhere. Nice few local bistros nearby if you don't wanna head too far on your first jet lagged night
",0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
297,"Positive: Fantastic. If the. Mrs is happy. I'm happy. Great location easy access anywhere. Nice few local bistros nearby if you don't wanna head too far on your first jet lagged night
Negative: Room size was a little small for the price. Internet was a little slow",1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
298,"Negative:  Positive: I liked how they were kind and nice with us and gave us a very good room with the view I asked for
",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"Positive: I liked how they were kaind and nice with us and gave us a very good room with the view i asked for
Negative: ",1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"Negative: Room images are a little clever the rooms are a little on the small side we paid for a deluxe room and thought we'd be getting a room similar to ones on site pictures but think they are executive suites but at the end of the day it's just somewhere to sleep and get ready and it was perfect for that Positive: Staff are very attentive definitely stay there again and a great location too
",0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
301,Negative: The pool is small and not nice decorated. For sure not good enough for a 4 star hotel. Positive: The people who are working there are very helpful. The rooms are big and clean. The location is good near metro.,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
302,"Positive: Staff are very attentive definitely stay there again and a great location too
Negative: Room images are a little clever the rooms are a little on the small side we paid for a deluxe room and thought we'd be getting a room similar to ones on site pictures but think they are executive suites but at the end of the day it's just somewhere to sleep and get ready and it was perfect for that",1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
303,Positive: The people who are working there are very helpful. The rooms are big and clean. The location is good near metro. Negative: The pool is small and not nice decorated. For sure not good enough for a 4 star hotel.,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
304,"Negative: Bad smell in the room. Towels must be replaced to newer. No bath gel replacement for two days. Towels should be more than one shower per day Positive: Friendly staff
",0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
305,Negative: Booked a double room. Surprised and disappointed that this was infact two single beds joined together. Positive: Great hotel. Friendly and very helpful staff. Spotless.,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,"Positive: Friendly staff
Negative: Bad smell in the room. Towels must be replaced to newer. No bath gel replacement for two days. Towels should be more than one shower per day",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
307,Positive: Great hotel. Friendly and very helpful staff. Spotless. Negative: Booked a double room. Surprised and disappointed that this was infact two single beds joined together.,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,"Negative: Sink was not in the bathroom but actually in the room Positive: Friendly staff, good breakfast, comfortable bed
",0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
309,Negative: Was just small and no outlet in bathroom. Typical for Europe however. Positive: Clean and friendly. Fairly close to metro.,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
310,"Positive: Friendly staff, good breakfast, comfortable bed
Negative: Sink was not in the bathroom but actually in the room",1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
311,Positive: Clean and friendly. Fairly close to metro. Negative: Was just small and no outlet in bathroom. Typical for Europe however.,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
312,"Negative: Positive: Staff were super friendly and very helpful Geoffrey and. Norine. The. Metro is about 50 metres from the front door so great for travelling around the city
",0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"Positive: Staff were super friendly and very helpful. Geoffrey and. Norine. The. Metro is about 50 metres from the front door so great for travelling around the city
Negative:",1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"Negative: Air. Con was not working. With temperatures going above 20 degrees it got pretty uncomfortable to sleep during the night. Opening the window was not an option since the building is on a busy street. Positive: Well maintained clean rooms. Friendly staff. Good location with proximity to the metro station. Good sound proofing despite being on a busy street 
",0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
315,"Positive: Well maintained clean rooms. Friendly staff. Good location with proximity to the metro station. Good sound proofing despite being on a busy street 
Negative: Air. Con was not working. With temperatures going above 20 degrees it got pretty uncomfortable to sleep during the night. Opening the window was not an option since the building is on a busy street ",1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316,"Negative: One of the rooms we got had a very bad smell. Our rooms where not ready on time they did apologize for this but a free coffee while waiting would have been the least they could have done. The rooms could be cleaner they start to have an older look and could probably get new carpets or no carpets at all which is always the best choice for hotels. Positive: The hotel is near the. Metro station. Porte d. Italie where you have got 3. Metro lines and most of them will take you to sightseeing or shopping places in. Paris 
",0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,"Positive: The hotel is near the Metro station Porte d. Italie where you have got 3 Metro lines and most of them will take you to sightseeing or shopping places in Paris 
Negative: One of the rooms we got had a very bad smell. Our rooms where not ready on time they did apologize for this but a free coffee while waiting would have been the least they could have done. The rooms could be cleaner they start to have an older look and could probably get new carpets or no carpets at all which is always the best choice for hotels ",1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,"Negative: The hotel allows people to be with their pets. One of the guests left his 2 big dogs in the room and went outside. We were obliged to change the room around 11 pm simply because the hotel weren't able to join the guest by phone. When we asked the concierge about the way the accept people with pets the answer was they are paying extra money for this. This was a ridiculous justification from the hotel. Adding to that there is an adhoc market every. Tuesday. Friday. Sunday in front of the hotel from 5 am until 3 pm with the noise and the dust everywhere in the road  Positive:
",0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
319,"Positive:
Negative: The hotel allows people to be with their pets. One of the guests left his 2 big dogs in the room and went outside. We were obliged to change the room around 11 pm simply because the hotel weren't able to join the guest by phone. When we asked the concierge about the way the accept people with pets the answer was they are paying extra money for this. This was a ridiculous justification from the hotel. Adding to that there is an adhoc market every Tuesday Friday Sunday in front of the hotel from 5 am until 3 pm with the noise and the dust everywhere in the road ",1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
320,"Negative: The hotel does not yet seem to have the right facilities to offer good food via room service so best is to find a restaurant nearby if you want a meal  Positive: Spacious room unusual for. Paris clean great location 3 min walk from. Place d. Italie metro station and from supermarkets stores and restaurants friendly staff completely renovated lobby bar 
",0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,"Positive: Spacious room unusual for Paris, clean, great location 3 min walk from Place d. Italie metro station and from supermarkets stores and restaurants, friendly staff completely renovated lobby bar 
Negative: The hotel does not yet seem to have the right facilities to offer good food via room service so best is to find a restaurant nearby if you want a meal ",1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,"Negative: The bar area was small and it felt like sitting in the foyer if you were to have a drink. I did not see the bar being used at any time during my stay. Positive: The room was excellent in size comfort and warmth
",0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
323,"Positive: The room was excellent in size comfort and warmth
Negative: The bar area was small and it felt like sitting in the foyer if you were to have a drink. I did not see the bar being used at any time during my stay",1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,"Negative: I would have preferred a cheaper more basic budget breakfast option. I ate breakfast elsewhere. Positive: Fast wifi with strong signal. Clean and comfortable. Good location in a safe feeling area and near a metro stop 
",0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"Positive: Fast wifi with strong signal. Clean and comfortable. Good location in a safe feeling area and near a metro stop 
Negative: I would have preferred a cheaper more basic budget breakfast option. I ate breakfast elsewhere ",1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"Negative: Bar staffed. Positive: Great location, staff were excellent and the Sunday market superb. Great local restaurants, we will be back 
",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
